date;id;latitude;link;longitude;name;neighbourhood;perm;price;rooms;sqm;suburb;type;where;who
2023-08-02;ID4m3fh;51.6975741;http://www.otodom.pl/pl/oferta/rezerwacja-apartament-przy-stawach-stefanskiego-ID4m3fh;19.4393022;Rezerwacja-Apartament przy Stawach Stefańskiego;Ruda;8000;457600;3;57.2;Łódź-Górna;N;ul. Wirowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Agencja Nieruchomości CITY POINT
2023-08-02;ID4kgQ8;51.78647215;http://www.otodom.pl/pl/oferta/drugie-pietro-ID4kgQ8;19.419128809607262;Drugie piętro!;Osiedle im. Mikołaja Reja;7091;390000;2;55.0;Łódź-Bałuty;N;Żubardź, Bałuty, Łódź, łódzkie;Perfect House
2023-08-02;ID4m3cz;51.7260549;http://www.otodom.pl/pl/oferta/2-pokoje-ul-paderewskiego-lodz-ID4m3cz;19.464389843421053;2 Pokoje Ul.Paderewskiego Łódź;Kurak;5795;255000;2;44.0;Górna;N;Kurak, Górna, Łódź, łódzkie;Xhome nieruchomości
2023-08-02;ID4m3aT;51.7602363;http://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-idealna-pod-wynajem-ID4m3aT;19.4687778;Na sprzedaż kawalerka idealna pod wynajem;Fabryczna Widzew;9986;277000;1;27.74;Łódź-Śródmieście;N;ul. Jana Kilińskiego, Księży Młyn, Widzew, Łódź, łódzkie;Freedom Nieruchomości Łódź Wierzbowa
2023-08-02;ID4l4J7;51.7431158;http://www.otodom.pl/pl/oferta/maratonska-49-m-od-dewelopera-harmonogram-10-90-ID4l4J7;19.4160605;Maratońska 49 - M od dewelopera HARMONOGRAM 10-90;Osiedle Zagrodniki;9100;362908;2;39.88;Łódź-Polesie;N;Retkinia, Polesie, Łódź, łódzkie;Michał
2023-08-02;ID4m2XR;51.7901488;http://www.otodom.pl/pl/oferta/odswiezone-mieszkanie-do-wprowadzenia-od-zaraz-ID4m2XR;19.4679051;Odświeżone mieszkanie do wprowadzenia od zaraz;Osiedle im. Władysławy Bytomskiej;7089;319000;2;45.0;Łódź-Bałuty;N;ul. Obrońców Westerplatte, Marysin Doły, Bałuty, Łódź, łódzkie;Łódzka Giełda Nieruchomości
2023-08-02;ID4m2U4;51.7653532;http://www.otodom.pl/pl/oferta/2-pokojowe-ok-ul-pilsudskiego-prywatna-kamienica-ID4m2U4;19.4574251;2-pokojowe ok.ul. Piłsudskiego- Prywatna kamienica;Centrum;878;65000;2;74.0;Łódź-Śródmieście;N;Centrum, Śródmieście, Łódź, łódzkie;Łódzkie Centrum Nieruchomości
2023-08-02;ID4m2SZ;51.7596947;http://www.otodom.pl/pl/oferta/m2-na-widzewie-z-balkonem-doskonala-lokalizacja-ID4m2SZ;19.5308555;M2 na Widzewie z balkonem, doskonała lokalizacja.;Widzew-Wschód;6993;250000;1;35.75;Widzew;N;ul. Karola Adwentowicza, Widzew Wschód, Widzew, Łódź, łódzkie;Metrohouse  Franchise S.A.
2023-08-02;ID4m04u;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m38-ID4m04u;19.4340023;Nowe Sady 85 | mieszkanie M38;Nowe Sady;-1;-1;4;75.78;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4kSEf;51.7762264;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-balkon-bez-prowizji-ID4kSEf;19.4081016;3-pokojowe mieszkanie 74m2 + balkon Bez Prowizji;Mania;-1;-1;3;74.91;Łódź-Polesie;D;ul. Mania, Zdrowie, Polesie, Łódź, łódzkie;Esembla Group
2023-08-02;ID4eiH0;51.752937;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-38m2-loggia-bez-prowizji-ID4eiH0;19.4619694;1-pokojowe mieszkanie 38m2 + loggia Bez Prowizji;ŚDM Manhattan;-1;-1;1;38.84;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4ejy6;51.752937;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bez-prowizji-ID4ejy6;19.4619694;2-pokojowe mieszkanie 41m2 + balkon Bez Prowizji;ŚDM Manhattan;-1;-1;2;41.18;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4lCP0;51.7354451;http://www.otodom.pl/pl/oferta/apatrament-w-atrakcyjnej-cenie-ID4lCP0;19.4943069;Apatrament W Atrakcyjnej Cenie;Osiedle Jarosława Dąbrowskiego;7190;449000;2;62.45;Górna;N;ul. Tatrzańska, Dąbrowa, Górna, Łódź, łódzkie;Łódzka Giełda Nieruchomości
2023-08-02;ID4deIy;51.7458785;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-ID4deIy;19.4600252;1-pokojowe mieszkanie 28m2 + balkon;Górna-Rynek;10400;295464;1;28.41;Łódź-Śródmieście;D;ul. Czerwona, Górniak, Górna, Łódź, łódzkie;OPG Property Professionals
2023-08-02;ID4kXzt;51.7393522;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-balkon-kredyt-2-ID4kXzt;19.4082592;3-pokojowe mieszkanie 72m2 + balkon Kredyt 2%;Osiedle Pienista;-1;-1;3;72.24;Łódź-Polesie;D;ul. Czerwonego Kapturka, Lublinek, Polesie, Łódź, łódzkie;Kalter Nieruchomości
2023-08-02;ID4emWr;51.7393522;http://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-balkon-kredyt-2-ID4emWr;19.4082592;4-pokojowe mieszkanie 83m2 + balkon Kredyt 2%;Osiedle Pienista;-1;-1;4;83.16;Łódź-Polesie;D;ul. Czerwonego Kapturka, Lublinek, Polesie, Łódź, łódzkie;Kalter Nieruchomości
2023-08-02;ID4haPl;51.8071333;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4haPl;19.3360283;2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio;Kochanówka;-1;-1;2;46.29;Łódź-Bałuty;D;ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie;Prywatna Korporacja Mieszkaniowa
2023-08-02;ID4haPt;51.8071333;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-ID4haPt;19.3360283;1-pokojowe mieszkanie 30m2 + ogródek;Kochanówka;-1;-1;1;30.51;Łódź-Bałuty;D;ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie;Prywatna Korporacja Mieszkaniowa
2023-08-02;ID4iR8L;51.7436898;http://www.otodom.pl/pl/oferta/apartamenty-grota-mieszkanie-b40-promocja-ID4iR8L;19.4964612;Apartamenty Grota | mieszkanie B40 | Promocja!;Zarzew;8400;631764;4;75.21;Widzew;D;ul. gen. Stefana Grota-Roweckiego, Zarzew, Widzew, Łódź, łódzkie;Optimum Property
2023-08-02;ID4lTFl;51.749766;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bezposrednio-ID4lTFl;19.5468445;2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio;Olechów-Janów;-1;-1;2;49.17;Łódź-Widzew;D;ul. Augustów, Widzew Wschód, Widzew, Łódź, łódzkie;Varitex
2023-08-02;ID4m2nm;;http://www.otodom.pl/pl/oferta/mieszkanie-96-16-m-lodz-ID4m2nm;;Mieszkanie, 96,16 m², Łódź;;4784;460000;4;96.16;;N;Stare Polesie, Polesie, Łódź, łódzkie;PROPERTY Agencja Nieruchomości Dębski Andrzej
2023-08-02;ID4m04m;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m24-ID4m04m;19.4340023;Nowe Sady 85 | mieszkanie M24;Nowe Sady;-1;-1;4;75.78;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4jGaT;51.808986;http://www.otodom.pl/pl/oferta/apartamenty-lisciasta-bud-2-mieszkanie-1-18-ID4jGaT;19.4257933;Apartamenty Liściasta | bud. 2 | mieszkanie 1_18;Radogoszcz;7878;489460;3;62.13;Łódź-Bałuty;D;ul. Liściasta, Teofilów Przemysłowy, Bałuty, Łódź, łódzkie;UNI GRUP NIERUCHOMOŚCI
2023-08-02;ID4m2hj;51.7215608;http://www.otodom.pl/pl/oferta/chojny-park-ID4m2hj;19.5005861;Chojny Park;brak;9345;625000;4;66.88;Łódź-Górna;N;ul. Sąsiedzka, Stare Chojny, Górna, Łódź, łódzkie;Metrohouse  Franchise S.A.
2023-08-02;ID4m2hi;51.7947254;http://www.otodom.pl/pl/oferta/osiedle-jarzebinowe-w-lodzi-ID4m2hi;19.4772756;Osiedle Jarzębinowe w Łodzi;Marysin Doły;12854;599000;2;46.6;Łódź-Bałuty;N;ul. Górnicza, Marysin Doły, Bałuty, Łódź, łódzkie;Metrohouse  Franchise S.A.
2023-08-02;ID4m2cd;51.7749626;http://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-w-nowej-inwestycji-ID4m2cd;19.4011475;Wykończone mieszkanie w nowej inwestycji;Mania;10081;435000;2;43.15;Łódź-Polesie;N;ul. Biegunowa, Złotno, Polesie, Łódź, łódzkie;Łódzka Giełda Nieruchomości
2023-08-02;ID4m051;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m70-ID4m051;19.4340023;Nowe Sady 85 | mieszkanie M70;Nowe Sady;-1;-1;2;36.42;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m264;51.7539348;http://www.otodom.pl/pl/oferta/zainwestuj-blisko-dworca-lodz-fabryczna-ID4m264;19.3240524;Zainwestuj blisko dworca Łódź Fabryczna;brak;7109;317000;2;44.59;brak;N;Prezydenta Gabriela Narutowicza, Centrum, Śródmieście, Łódź, łódzkie;Muvon nieruchomości
2023-08-02;ID4kSE4;51.7762264;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-91m2-balkon-bezposrednio-ID4kSE4;19.4081016;3-pokojowe mieszkanie 91m2 + balkon Bezpośrednio;Mania;-1;-1;3;91.27;Łódź-Polesie;D;ul. Mania, Zdrowie, Polesie, Łódź, łódzkie;Esembla Group
2023-08-02;ID4lWfL;;http://www.otodom.pl/pl/oferta/doskonala-inwestycja-w-kamienicy-w-centrum-miasta-ID4lWfL;;doskonała inwestycja w kamienicy w centrum miasta;;5727;315000;2;55.0;;N;Stare Polesie, Polesie, Łódź, łódzkie;homfi sp. z o.o.
2023-08-02;ID4ejyM;51.752937;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-38m2-loggia-bez-prowizji-ID4ejyM;19.4619694;1-pokojowe mieszkanie 38m2 + loggia Bez Prowizji;ŚDM Manhattan;-1;-1;1;38.19;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4eiHK;51.752937;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-loggia-bez-prowizji-ID4eiHK;19.4619694;2-pokojowe mieszkanie 50m2 + loggia Bez Prowizji;ŚDM Manhattan;-1;-1;2;50.07;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4jP2P;51.7717569;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bezposrednio-ID4jP2P;19.4744676;3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio;Fabryczna;-1;-1;3;58.32;Łódź-Śródmieście;D;ul. Williama Lindleya, Fabryczna, Śródmieście, Łódź, łódzkie;Profbud
2023-08-02;ID4jP1U;51.7717569;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-loggia-bez-prowizji-ID4jP1U;19.4744676;2-pokojowe mieszkanie 37m2 + loggia Bez Prowizji;Fabryczna;-1;-1;2;37.95;Łódź-Śródmieście;D;ul. Williama Lindleya, Fabryczna, Śródmieście, Łódź, łódzkie;Profbud
2023-08-02;ID4jP4C;51.7717569;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-balkon-ID4jP4C;19.4744676;1-pokojowe mieszkanie 39m2 + balkon;Fabryczna;-1;-1;1;39.77;Łódź-Śródmieście;D;ul. Williama Lindleya, Fabryczna, Śródmieście, Łódź, łódzkie;Profbud
2023-08-02;ID4lSGp;51.773069;http://www.otodom.pl/pl/oferta/lokal-z-wykonczeniem-w-dobrej-kolalizacji-ID4lSGp;19.4482965;Lokal z wykończeniem w dobrej kolalizacji;Stare Polesie;11100;596958;2;53.78;Łódź-Polesie;N;ul. Gdańska, Stare Polesie, Polesie, Łódź, łódzkie;MOKKO Real Estate
2023-08-02;ID4emUZ;51.7393522;http://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-balkon-kredyt-2-ID4emUZ;19.4082592;4-pokojowe mieszkanie 79m2 + balkon Kredyt 2%;Osiedle Pienista;-1;-1;4;79.68;Łódź-Polesie;D;ul. Czerwonego Kapturka, Lublinek, Polesie, Łódź, łódzkie;Kalter Nieruchomości
2023-08-02;ID4kXzo;51.7393522;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-54m2-ogrod-bez-prowizji-ID4kXzo;19.4082592;2-pokojowe mieszkanie 54m2 + ogród Bez Prowizji;Osiedle Pienista;-1;-1;2;54.97;Łódź-Polesie;D;ul. Czerwonego Kapturka, Lublinek, Polesie, Łódź, łódzkie;Kalter Nieruchomości
2023-08-02;ID4kXzG;51.7393522;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4kXzG;19.4082592;1-pokojowe mieszkanie 35m2 + balkon Bez Prowizji;Osiedle Pienista;-1;-1;1;35.55;Łódź-Polesie;D;ul. Czerwonego Kapturka, Lublinek, Polesie, Łódź, łódzkie;Kalter Nieruchomości
2023-08-02;ID4lTFp;51.749766;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bez-prowizji-ID4lTFp;19.5468445;2-pokojowe mieszkanie 49m2 + balkon Bez Prowizji;Olechów-Janów;-1;-1;2;49.17;Łódź-Widzew;D;ul. Augustów, Widzew Wschód, Widzew, Łódź, łódzkie;Varitex
2023-08-02;ID4lM54;51.747721;http://www.otodom.pl/pl/oferta/rozkladowe-3-pokojowe-z-duza-loggia-ID4lM54;19.417790774552167;Rozkładowe, 3-pokojowe z dużą loggią!;Osiedle Piaski;6518;365000;3;56.0;Łódź-Polesie;N;al. ks. kard. Stefana Wyszyńskiego, Retkinia, Polesie, Łódź, łódzkie;Dobry Agent
2023-08-02;ID4l7Vl;51.7635248;http://www.otodom.pl/pl/oferta/widzewska-manufaktura-apartamenty-1-pok-b-00-01-ID4l7Vl;19.5111275;Widzewska Manufaktura Apartamenty|1-pok. | B_00_01;Stary Widzew;-1;-1;1;27.42;Widzew;D;al. marsz. Józefa Piłsudskiego, Księży Młyn, Widzew, Łódź, łódzkie;Resi Capital Spółka Akcyjna
2023-08-02;ID4ejyJ;51.752937;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-38m2-loggia-bez-prowizji-ID4ejyJ;19.4619694;1-pokojowe mieszkanie 38m2 + loggia Bez Prowizji;ŚDM Manhattan;-1;-1;1;38.82;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4m04x;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m31-ID4m04x;19.4340023;Nowe Sady 85 | mieszkanie M31;Nowe Sady;-1;-1;2;46.68;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m1LI;51.7353951;http://www.otodom.pl/pl/oferta/klasyczny-apartament-w-lodzi-kolo-parku-i-centrum-ID4m1LI;19.4561042;Klasyczny apartament w Łodzi koło parku i centrum;Górniak;8585;999000;4;116.37;Łódź-Górna;P;ul. Tadeusza Czackiego, Górniak, Górna, Łódź, łódzkie;Oferta prywatna
2023-08-02;ID4jP2k;51.7717569;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-ogrodek-bezposrednio-ID4jP2k;19.4744676;2-pokojowe mieszkanie 44m2 + ogródek Bezpośrednio;Fabryczna;-1;-1;2;44.85;Łódź-Śródmieście;D;ul. Williama Lindleya, Fabryczna, Śródmieście, Łódź, łódzkie;Profbud
2023-08-02;ID4deI3;51.7458785;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-ID4deI3;19.4600252;2-pokojowe mieszkanie 48m2 + balkon;Górna-Rynek;10200;490722;2;48.11;Łódź-Śródmieście;D;ul. Czerwona, Górniak, Górna, Łódź, łódzkie;OPG Property Professionals
2023-08-02;ID4deIB;51.7458785;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4deIB;19.4600252;1-pokojowe mieszkanie 26m2 + balkon;Górna-Rynek;10700;280768;1;26.24;Łódź-Śródmieście;D;ul. Czerwona, Górniak, Górna, Łódź, łódzkie;OPG Property Professionals
2023-08-02;ID4ki2z;51.7753359;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4ki2z;19.4272976;1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji;Koziny;10450;343596;1;32.88;Łódź-Polesie;D;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;VFM Real Estate
2023-08-02;ID4lTFm;51.749766;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bezposrednio-ID4lTFm;19.5468445;2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio;Olechów-Janów;-1;-1;2;49.11;Łódź-Widzew;D;ul. Augustów, Widzew Wschód, Widzew, Łódź, łódzkie;Varitex
2023-08-02;ID4m04Y;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m52-ID4m04Y;19.4340023;Nowe Sady 85 | mieszkanie M52;Nowe Sady;-1;-1;4;75.78;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4l7WG;51.7635248;http://www.otodom.pl/pl/oferta/widzewska-manufaktura-apartamenty-1-pok-b-00-01-ID4l7WG;19.5111275;Widzewska Manufaktura Apartamenty|1-pok. | B_00_01;Stary Widzew;-1;-1;1;46.44;Widzew;D;al. marsz. Józefa Piłsudskiego, Księży Młyn, Widzew, Łódź, łódzkie;Resi Capital Spółka Akcyjna
2023-08-02;ID4hV6T;51.791255;http://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-polna-18-residence-m21-ID4hV6T;19.4351657;Trzypokojowe Mieszkanie Polna 18 Residence | M21;Osiedle Pojezierska;8500;473620;2;55.72;Łódź-Bałuty;D;ul. Polna, Stare Bałuty, Bałuty, Łódź, łódzkie;MAXBUD IV
2023-08-02;ID4lMEo;51.8231326;http://www.otodom.pl/pl/oferta/osiedle-lososiowa-mieszkanie-1-pok-c-42-ID4lMEo;19.4382226;Osiedle Łososiowa | mieszkanie 1-pok. | C_42;Radogoszcz-Wschód;-1;-1;1;29.05;Łódź-Bałuty;D;ul. Łososiowa, Radogoszcz, Bałuty, Łódź, łódzkie;PEIRA DEWELOPER Sp. zo.o.
2023-08-02;ID4ejyk;51.752937;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-ID4ejyk;19.4619694;2-pokojowe mieszkanie 49m2 + balkon;ŚDM Manhattan;-1;-1;2;49.23;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4m1iD;51.7742262;http://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-sienkiewicza-ID4m1iD;19.4626239;Mieszkanie przy Parku Sienkiewicza;Nowe Centrum Łodzi;6335;516000;3;81.45;Łódź-Śródmieście;N;ul. Jana Kilińskiego, Centrum, Śródmieście, Łódź, łódzkie;Metrohouse  Franchise S.A.
2023-08-02;ID4fdrA;51.7444893;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bezposrednio-ID4fdrA;19.4573141;2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio;Górna-Rynek;-1;-1;2;49.7;Łódź-Górna;D;ul. Wólczańska, Górniak, Górna, Łódź, łódzkie;Ezbud
2023-08-02;ID4gac5;51.8022943;http://www.otodom.pl/pl/oferta/m-3-na-sprzedaz-lodz-teofilow-ID4gac5;19.36811737610849;M-3 na sprzedaż Łódź / Teofilów;Osiedle im. Marii Konopnickiej;6323;233000;2;36.85;Łódź-Bałuty;N;Teofilów, Bałuty, Łódź, łódzkie;Poradnictwo Majątkowe Krystyna Lichman
2023-08-02;ID4kSE3;51.7762264;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-77m2-taras-bez-prowizji-ID4kSE3;19.4081016;3-pokojowe mieszkanie 77m2 + taras Bez Prowizji;Mania;-1;-1;3;77.44;Łódź-Polesie;D;ul. Mania, Zdrowie, Polesie, Łódź, łódzkie;Esembla Group
2023-08-02;ID4kSDW;51.7762264;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4kSDW;19.4081016;2-pokojowe mieszkanie 50m2 + balkon Bez Prowizji;Mania;-1;-1;2;50.86;Łódź-Polesie;D;ul. Mania, Zdrowie, Polesie, Łódź, łódzkie;Esembla Group
2023-08-02;ID4m1cB;51.6888789;http://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-przy-stawach-stefanskiego-ID4m1cB;19.4523957;!Rezerwacja! Mieszkanie przy Stawach Stefańskiego;Ruda;7895;447000;3;56.62;Łódź-Górna;N;ul. Rudzka, Ruda Pabianicka, Górna, Łódź, łódzkie;Muvon nieruchomości
2023-08-02;ID4m1ak;51.8102416;http://www.otodom.pl/pl/oferta/przestronne-m4-z-loggia-na-julianowie-ID4m1ak;19.4733174;Przestronne M4 z loggią na Julianowie;Julianów-Marysin-Rogi;8997;533000;3;59.24;Łódź-Bałuty;N;Julianów, Bałuty, Łódź, łódzkie;TGN s.c.
2023-08-02;ID4eiHw;51.752937;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-ogrodek-ID4eiHw;19.4619694;2-pokojowe mieszkanie 47m2 + ogródek;ŚDM Manhattan;-1;-1;2;47.74;Łódź-Śródmieście;D;ul. Brzeźna, Centrum, Śródmieście, Łódź, łódzkie;Okam Capital
2023-08-02;ID4lUKa;51.7653532;http://www.otodom.pl/pl/oferta/inwestycja-w-nowoczesna-nieruchomosc-ID4lUKa;19.4574251;Inwestycja w nowoczesną nieruchomość;Centrum;13000;580190;2;44.63;Łódź-Śródmieście;N;Centrum, Śródmieście, Łódź, łódzkie;M2POLAND ESTATE SP. Z O.O.
2023-08-02;ID4lFit;51.7748352;http://www.otodom.pl/pl/oferta/twoje-idealne-mieszkanie-w-centrum-lodzi-ID4lFit;19.4804974;Twoje Idealne Mieszkanie w Centrum Łodzi;Radiostacja;8869;745000;3;84.0;Łódź-Śródmieście;N;ul. Stefana Jaracza, Fabryczna, Śródmieście, Łódź, łódzkie;ORGANA
2023-08-02;ID4ki2y;51.7753359;http://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4ki2y;19.4272976;1-pokojowe mieszkanie 32m2 + balkon;Koziny;10450;335967;1;32.15;Łódź-Polesie;D;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;VFM Real Estate
2023-08-02;ID4m07N;51.78647215;http://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-niedaleko-manufaktury-ID4m07N;19.419128809607262;Wyremontowane mieszkanie niedaleko Manufaktury;Osiedle im. Mikołaja Reja;8788;319000;2;36.3;Łódź-Bałuty;N;Żubardź, Bałuty, Łódź, łódzkie;House Factory
2023-08-02;ID4fds0;51.7444893;http://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-bez-prowizji-ID4fds0;19.4573141;3-pokojowe mieszkanie 69m2 + balkon Bez Prowizji;Górna-Rynek;-1;-1;3;69.77;Łódź-Górna;D;ul. Wólczańska, Górniak, Górna, Łódź, łódzkie;Ezbud
2023-08-02;ID4frNZ;51.7444893;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-bezposrednio-ID4frNZ;19.4573141;2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio;Górna-Rynek;-1;-1;2;49.87;Łódź-Górna;D;ul. Wólczańska, Górniak, Górna, Łódź, łódzkie;Ezbud
2023-08-02;ID4ix4u;51.749766;http://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-balkon-ID4ix4u;19.5468445;2-pokojowe mieszkanie 49m2 + balkon;Olechów-Janów;-1;-1;2;49.14;Łódź-Widzew;D;ul. Augustów, Widzew Wschód, Widzew, Łódź, łódzkie;Varitex
2023-08-02;ID4m06J;51.7478192;http://www.otodom.pl/pl/oferta/m3-z-balkonem-karolew-piekny-widok-ID4m06J;19.4192916;M3 z balkonem -Karolew piekny widok;Osiedle Piaski;7730;286000;2;37.0;Łódź-Polesie;N;ul. Bratysławska, Karolew, Polesie, Łódź, łódzkie;Apartner M.Piech W.Skorupa Sp.J.
2023-08-02;ID4m04t;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m34-ID4m04t;19.4340023;Nowe Sady 85 | mieszkanie M34;Nowe Sady;-1;-1;2;42.56;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m042;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m7-ID4m042;19.4340023;Nowe Sady 85 | mieszkanie M7;Nowe Sady;-1;-1;2;38.32;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m04c;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m17-ID4m04c;19.4340023;Nowe Sady 85 | mieszkanie M17;Nowe Sady;-1;-1;2;46.68;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m04I;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m56-ID4m04I;19.4340023;Nowe Sady 85 | mieszkanie M56;Nowe Sady;-1;-1;2;36.42;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m04e;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m18-ID4m04e;19.4340023;Nowe Sady 85 | mieszkanie M18;Nowe Sady;8700;502251;3;57.73;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
2023-08-02;ID4m04e;51.7366239;http://www.otodom.pl/pl/oferta/nowe-sady-85-mieszkanie-m18-ID4m04e;19.4340023;Nowe Sady 85 | mieszkanie M18;Nowe Sady;8700;502251;3;57.73;Łódź-Polesie;D;ul. Nowe Sady, Nowe Sady, Polesie, Łódź, łódzkie;ABM Deweloper
